ID,name,generation,height,weight,baseExperience,isDefault,color,shape,habitat,isLegendary,image
180,flaaffy,2,8,133,128,True,pink,upright,grassland,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/180.png
181,ampharos,2,14,615,230,True,yellow,upright,grassland,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/181.png
182,bellossom,2,4,58,245,True,green,humanoid,grassland,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/182.png
183,marill,2,4,85,88,True,blue,upright,waters-edge,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/183.png
184,azumarill,2,8,285,210,True,blue,upright,waters-edge,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/184.png
185,sudowoodo,2,12,380,144,True,brown,humanoid,forest,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/185.png
186,politoed,2,11,339,250,True,green,humanoid,waters-edge,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/186.png
187,hoppip,2,4,5,50,True,pink,upright,grassland,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/187.png
188,skiploom,2,6,10,119,True,green,upright,grassland,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/188.png
189,jumpluff,2,8,30,207,True,blue,upright,grassland,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/189.png
190,aipom,2,8,115,72,True,purple,upright,forest,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/190.png
191,sunkern,2,3,18,36,True,yellow,ball,grassland,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/191.png
192,sunflora,2,8,85,149,True,yellow,humanoid,grassland,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/192.png
193,yanma,2,12,380,78,True,red,bug-wings,forest,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/193.png
194,wooper,2,4,85,42,True,blue,legs,waters-edge,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/194.png
195,quagsire,2,14,750,151,True,blue,upright,waters-edge,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/195.png
196,espeon,2,9,265,184,True,purple,quadruped,urban,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/196.png
197,umbreon,2,10,270,184,True,black,quadruped,urban,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/197.png
198,murkrow,2,5,21,81,True,black,wings,forest,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/198.png
199,slowking,2,20,795,172,True,pink,upright,waters-edge,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/199.png
200,misdreavus,2,7,10,87,True,gray,ball,cave,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/200.png
201,unown,2,5,50,118,True,black,ball,rare,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/201.png
202,wobbuffet,2,13,285,142,True,blue,blob,cave,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/202.png
203,girafarig,2,15,415,159,True,yellow,quadruped,grassland,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/203.png
204,pineco,2,6,72,58,True,gray,ball,forest,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/204.png
205,forretress,2,12,1258,163,True,purple,ball,forest,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/205.png
206,dunsparce,2,15,140,145,True,yellow,squiggle,cave,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/206.png
207,gligar,2,11,648,86,True,purple,wings,mountain,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/207.png
208,steelix,2,92,4000,179,True,gray,squiggle,cave,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/208.png
209,snubbull,2,6,78,60,True,pink,humanoid,urban,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/209.png
210,granbull,2,14,487,158,True,purple,upright,urban,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/210.png
211,qwilfish,2,5,39,88,True,gray,fish,sea,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/211.png
212,scizor,2,18,1180,175,True,red,bug-wings,grassland,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/212.png
213,shuckle,2,6,205,177,True,yellow,armor,mountain,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/213.png
214,heracross,2,15,540,175,True,blue,humanoid,forest,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/214.png
215,sneasel,2,9,280,86,True,black,upright,forest,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/215.png
216,teddiursa,2,6,88,66,True,brown,upright,mountain,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/216.png
217,ursaring,2,18,1258,175,True,brown,upright,mountain,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/217.png
218,slugma,2,7,350,50,True,red,squiggle,mountain,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/218.png
219,magcargo,2,8,550,151,True,red,squiggle,mountain,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/219.png
220,swinub,2,4,65,50,True,brown,quadruped,cave,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/220.png
221,piloswine,2,11,558,158,True,brown,quadruped,cave,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/221.png
222,corsola,2,6,50,144,True,pink,armor,sea,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/222.png
223,remoraid,2,6,120,60,True,gray,fish,sea,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/223.png
224,octillery,2,9,285,168,True,red,tentacles,sea,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/224.png
225,delibird,2,9,160,116,True,red,wings,mountain,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/225.png
226,mantine,2,21,2200,170,True,purple,wings,sea,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/226.png
227,skarmory,2,17,505,163,True,gray,wings,rough-terrain,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/227.png
228,houndour,2,6,108,66,True,black,quadruped,rough-terrain,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/228.png
229,houndoom,2,14,350,175,True,black,quadruped,rough-terrain,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/229.png
230,kingdra,2,18,1520,270,True,blue,blob,sea,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/230.png
231,phanpy,2,5,335,66,True,blue,quadruped,rough-terrain,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/231.png
232,donphan,2,11,1200,175,True,gray,quadruped,rough-terrain,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/232.png
233,porygon2,2,6,325,180,True,red,legs,urban,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/233.png
234,stantler,2,14,712,163,True,brown,quadruped,forest,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/234.png
235,smeargle,2,12,580,88,True,white,upright,urban,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/235.png
236,tyrogue,2,7,210,42,True,purple,humanoid,urban,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/236.png
237,hitmontop,2,14,480,159,True,brown,upright,urban,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/237.png
238,smoochum,2,4,60,61,True,pink,humanoid,urban,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/238.png
239,elekid,2,6,235,72,True,yellow,humanoid,grassland,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/239.png
240,magby,2,7,214,73,True,red,upright,mountain,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/240.png
241,miltank,2,12,755,172,True,pink,upright,grassland,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/241.png
242,blissey,2,15,468,635,True,pink,humanoid,urban,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/242.png
243,raikou,2,19,1780,290,True,yellow,quadruped,grassland,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/243.png
244,entei,2,21,1980,290,True,brown,quadruped,grassland,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/244.png
245,suicune,2,20,1870,290,True,blue,quadruped,grassland,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/245.png
246,larvitar,2,6,720,60,True,green,upright,mountain,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/246.png
247,pupitar,2,12,1520,144,True,gray,squiggle,mountain,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/247.png
248,tyranitar,2,20,2020,300,True,green,upright,mountain,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/248.png
249,lugia,2,52,2160,340,True,white,wings,rare,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/249.png
250,ho-oh,2,38,1990,340,True,red,wings,rare,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/250.png
251,celebi,2,6,50,300,True,green,humanoid,forest,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/251.png
252,treecko,3,5,50,62,True,green,upright,forest,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/252.png
253,grovyle,3,9,216,142,True,green,upright,forest,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/253.png
254,sceptile,3,17,522,265,True,green,upright,forest,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/254.png
255,torchic,3,4,25,62,True,red,legs,grassland,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/255.png
256,combusken,3,9,195,142,True,red,upright,grassland,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/256.png
257,blaziken,3,19,520,265,True,red,upright,grassland,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/257.png
258,mudkip,3,4,76,62,True,blue,quadruped,waters-edge,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/258.png
259,marshtomp,3,7,280,142,True,blue,upright,waters-edge,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/259.png
260,swampert,3,15,819,268,True,blue,upright,waters-edge,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/260.png
261,poochyena,3,5,136,56,True,gray,quadruped,grassland,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/261.png
262,mightyena,3,10,370,147,True,gray,quadruped,grassland,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/262.png
263,zigzagoon,3,4,175,56,True,brown,quadruped,grassland,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/263.png
264,linoone,3,5,325,147,True,white,quadruped,grassland,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/264.png
265,wurmple,3,3,36,56,True,red,armor,forest,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/265.png
266,silcoon,3,6,100,72,True,white,ball,forest,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/266.png
267,beautifly,3,10,284,178,True,yellow,bug-wings,forest,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/267.png
268,cascoon,3,7,115,72,True,purple,ball,forest,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/268.png
269,dustox,3,12,316,173,True,green,bug-wings,forest,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/269.png
270,lotad,3,5,26,44,True,green,armor,waters-edge,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/270.png
271,lombre,3,12,325,119,True,green,humanoid,waters-edge,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/271.png
272,ludicolo,3,15,550,240,True,green,humanoid,waters-edge,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/272.png
273,seedot,3,5,40,44,True,brown,legs,forest,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/273.png
274,nuzleaf,3,10,280,119,True,brown,humanoid,forest,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/274.png
275,shiftry,3,13,596,240,True,brown,humanoid,forest,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/275.png
276,taillow,3,3,23,54,True,blue,wings,grassland,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/276.png
277,swellow,3,7,198,159,True,blue,wings,grassland,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/277.png
278,wingull,3,6,95,54,True,white,wings,sea,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/278.png
279,pelipper,3,12,280,154,True,yellow,wings,sea,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/279.png
280,ralts,3,4,66,40,True,white,humanoid,urban,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/280.png
281,kirlia,3,8,202,97,True,white,humanoid,urban,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/281.png
